DrugID,Smiles,Description,Targets,Targets_DrugBank,Smile
DB13879,[H][C@@]12CN(C(=O)[C@@]([H])(NC(=O)O[C@]3([H])CCC[C@@]3([H])OC\C=C\C(F)(F)C3=NC4=C(C=CC=C4)N=C3O1)C(C)(C)C)[C@@]([H])(C2)C(=O)N[C@@]1(C[C@H]1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1,"Glecaprevir is a direct acting antiviral agent and Hepatitis C virus (HCV) NS3/4A protease inhibitor that targets the the viral RNA replication. In combination with [DB13878], glecaprevir is a useful therapy for patients who experienced therapeutic failure from other NS3/4A protease inhibitors. It demonstrates a high genetic barrier against resistance mutations of the virus. In cell cultures, the emergence of amino acid substitutions at NS3 resistance-associated positions A156 or D/Q168 in HCV genotype 1a, 2a or 3a replicons led to reduced susceptibility to glecaprevir [FDA Label]. The combinations of amino acid substitutions at NS3 position Y65H and D/Q168 also results in greater reductions in glecaprevir susceptibility, and NS3 Q80R in genotype 3a patients also leads to glecaprevir resistance [FDA Label]. Glecaprevir is available as an oral combination therapy with [DB13878] under the brand name Mavyret. This fixed-dose combination therapy was FDA-approved in August 2017 to treat adults with chronic hepatitis C virus (HCV) genotypes 1-6 without cirrhosis (liver disease) or with mild cirrhosis, including patients with moderate to severe kidney disease and those who are on dialysis [L940]. Mavyret is also indicated for HCV genotype 1-infected patients who have been previously treated with regimens either containing an NS5A inhibitor or an NS3/4A protease inhibitor, but not both [L940]. Hepatitis C viral infection often leads to decreased liver function and subsequent liver failure, causing a significantly negative impact on the patients' quality of life. The ultimate goal of the combination treatment is to achieve sustained virologic response (SVR) and cure the patients from the infection. In clinical trials, this combination therapy achieved SVR12 rate, or undetectable Hepatitis C for twelve or more weeks after the end of treatment, of ¡Ý93% across genotypes 1a, 2a, 3a, 4, 5 and 6 [FDA Label].",Q91RS4|B0B3C9,BE0004004|BE0004701,5|20|33|38|45|52|69|74|76|80|84|109|113|114|138|147|152|170|175|178|185|203|215|233|236|259|265|273|291|307|314|335|336|344|356|369|372|377|379|380|382|409|415|424|430|447|461|467|471|478|482|492|493|496|517|545|549|563|564|581|588|594|623|632|659|670|672|679|694|706|715|717|725|726|736|737|746|749|756|775|791|794|808|810|812|816|831|832|835|855|859|861|868|871
DB09137,[99Tc].[H]OC(=O)C([H])([H])N(C([H])([H])C(=O)O[H])C([H])([H])C(=O)N([H])C1=C(C(Br)=C(C([H])=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Technetium Tc 99m Mebrofenin is a diagnostic radiopharmaceutical composed of diisopropyl-iminodiacetic acid (DISIDA) attached to a technetium-99m ion. Following intravenous injection, single photon emission computer tomography (SPECT) imaging of the liver or gallbladder is performed using a gamma camera to detect the gamma rays emitted by the technetium-99m as it decays. This is possible as Technetium-99m decays by isomeric transition to technetium-99 through the release of a gamma ray. Liver and gallbladder imaging is enabled through attachment to mebrofenin as this molecule has high hepatic uptake and fast biliary excretion, resulting in improved hepatic imaging. More specifically, mebrofenin is taken up into hepatocytes through the action of OATP1B1 and OATP1B3 transporters. Currently available within a sterile kit, Tc-99m Mebrofenin is indicated for imaging of the liver and gallbladder.",not_have,not_have,45|114|149|151|156|210|221|269|302|333|389|412|424|456|478|484|493|586|632|659|663|694|713|716|717|747|753|767|775|813|816|828|846|862|876
DB00787,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,"Acyclovir is a nucleotide analog antiviral used to treat herpes simplex, _Varicella zoster_, herpes zoster, herpes labialis, and acute herpetic keratitis[L7303,L7315,L7318,L7321,L7324,L7327]. Acyclovir is generally used first line in the treatment of these viruses and some products are indicated for patients as young as 6 years old.[L7321] Acyclovir was granted FDA approval on 29 March 1982.[L7318]",P04293|P09252,BE0000308|BE0000633,109|113|114|128|143|197|206|236|243|247|266|292|298|399|411|424|456|495|530|549|554|577|602|623|628|672|685|716|717|719|729|745|792|806|817|850|853
DB08884,[Gd+3].[H][C@@](CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)(CC1=CC=C(OCC)C=C1)N(CC(O)=O)CC(O)=O,"Gadoxetic acid (gadoxetate) is a paramagnetic gadolinium-containing contrast agent in which its salt form, gadoxetate disodium, is used for intravenous injection. Ethoxybenzyl diethylenetriaminepentaacetic acid is the moiety that chelates with a gadolinium ion and forms a stable complex with it to make up the drug. It is marketed by Bayer HealthCare Pharmaceuticals and FDA approved on July 3, 2008.",not_have,not_have,14|34|45|71|101|114|138|141|151|156|169|170|252|269|277|298|306|324|326|378|388|424|434|439|454|456|515|538|545|560|592|621|659|679|716|717|722|753|771|775|782|784|808|816|828|879
DB00900,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,"A dideoxynucleoside compound in which the 3&#39;-hydroxy group on the sugar moiety has been replaced by a hydrogen. This modification prevents the formation of phosphodiester linkages which are needed for the completion of nucleic acid chains. Didanosine is a potent inhibitor of HIV replication, acting as a chain-terminator of viral DNA by binding to reverse transcriptase; ddI is then metabolized to dideoxyadenosine triphosphate, its putative active metabolite.",Q72547|P00491,BE0004136|BE0000250,52|55|109|113|114|147|151|181|236|247|258|266|292|365|396|399|400|409|416|424|428|453|456|530|547|563|602|628|672|685|716|717|737|753|775|788|789|793|810|822|846
DB11943,NC1=NC(N2C=C(C(O)=O)C(=O)C3=CC(F)=C(N4CC(O)C4)C(Cl)=C23)=C(F)C=C1F,"Delafloxacin is a fluoroquinolone antibiotic which has been used in trials studying the treatment and basic science of Gonorrhea, Hepatic Impairment, Bacterial Skin Diseases, Skin Structure Infections, and Community Acquired Pneumonia, among others. It was approved in June 2017 under the trade name Baxdela for use in the treatment of acute bacterial skin and skin structure infections.",P0AFI2|P0AES4,BE0000798|BE0008382,18|45|84|86|92|109|110|113|114|133|139|146|151|156|159|197|257|303|326|332|347|349|356|370|403|424|436|447|450|456|476|485|501|549|560|608|656|658|672|687|703|717|718|737|739|745|779|798|806|810|816|817|846|850|868|879
DB00369,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,"Cidofovir is an injectable antiviral medication employed in the treatment of cytomegalovirus (CMV) retinitis in patients diagnosed with AIDS. It suppresses CMV replication through selective inhibition of viral DNA synthesis.[FDA label] It was manufactured by _Gilead_ and initially approved by the FDA in 1996, but has since been discontinued.[L6223]",P08546,BE0000343,0|48|91|109|113|114|137|151|170|177|197|230|233|241|255|256|298|399|418|421|424|456|472|549|654|665|672|679|699|716|717|730|784|796|806|823|852
DB06211,[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,"Doripenem is a broad-spectrum, carbapenem antibiotic marketed under the brand name Doribax by Janssen. Doripenem injection was approved by the FDA in 2007 to treat complicated urinary tract and intra-abdominal infections. In a clinical trial of doripenem treatment in ventilator associated pneumonia (vs. imipenem and cilastatin), it was found that doripenem carried an increased risk of death and lower clinical cure rates, resulting in a premature termination of the trial. The FDA revised the doripenem label in 2014 to include a warning against use in ventilator-associated pneumonia and to reiterate its safety and efficacy for its approved indications.",P02918|P02919|P0AD65|Q51504|P72355,BE0000588|BE0000488|BE0003579|BE0004647|BE0008485,27|45|52|56|69|80|92|100|109|113|147|156|161|170|193|207|208|218|236|248|253|261|270|297|310|337|356|362|367|390|424|456|478|524|544|554|557|585|588|590|616|661|666|711|716|717|737|768|775|797|806|810|815|816|825|850
DB01083,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,"The global prevalence of obesity is increasing rapidly. Obesity-related complications lead to significant personal and economic burden by reducing quality of life and increasing the cost of healthcare. In some individuals, diet and exercise are insufficient to maintain weight loss, and pharmacological or surgical intervention is required.[A229928] Orlistat is a lipase inhibitor used in the treatment of obesity that works by inhibiting fat-metabolizing enzymes. It was approved by the FDA for use in combination with a reduced-calorie diet in 1999.[L11130] This drug is a generally well-tolerated and effective weight-loss aid and is now available in both over-the-counter[L31963] and prescription preparations, depending on the dosage quantity.[L11130]",P16233|P07098|P49327,BE0000683|BE0003620|BE0000959,0|18|45|61|87|113|132|150|170|249|282|298|301|319|335|362|375|410|424|430|431|442|450|452|471|478|504|511|516|518|529|544|545|555|563|597|641|643|660|707|714|716|717|775|810|816|820|831|833|857|858
DB06767,[NH4+].[Cl-],Ammonium chloride is an inorganic compound with the formula NH4Cl. It is highly soluble in water producing mildly acidic solutions.,not_have,not_have,113|446
DB01609,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,Deferasirox is an iron chelator and the first oral medication FDA approved for chronic iron overload in patients receiving long term blood transfusions.,not_have,BE0004807,16|45|87|92|109|114|156|215|234|306|408|424|456|460|463|482|549|551|553|564|587|608|644|672|675|679|695|712|717|734|757|779|816|838|858
DB06792,[La+3].[La+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,"Lanthanum carbonate is a phosphate binder commonly used in clinical practice. It is marketed under the trade name _Fosrenol_ by Shire Pharmaceuticals. It is the largest of all pills filled in community pharmacies. Sometimes patients forget that Fosrenol is not swallowed whole, but instead should be chewed. This has led to severe choking. It is prescribed for treating high phosphate levels, mainly found in patients with chronic kidney disease. Lanthanum should be taken with meals and binds to phosphate in the diet, preventing phosphate absorption in the intestine.",not_have,BE0004815,29|45|434|576|717|782|816
DB09267,[Sr++].[Sr++].[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O,"Strontium ranelate, a strontium (II) salt of ranelic acid, is a medication for osteoporosis. Some reports have shown that strontium ranelate can slow down the progression of osteoarthritis of the knee. This agent presents an atypical mechanism of action in which it increases deposition of new bone by osteoblasts and, simultaneously, reduces the resorption of bone by osteoclasts. It is therefore promoted as a ""dual action bone agent"" (DABA) indicated for use in treatment of severe osteoporosis. Furthermore, various clinical studies demonstrate the ability of strontium ranelate to improve and strengthen intrinsic bone tissue quality and microarchitecture in osteoporosis by way of a number of cellular and microstructural changes by which anti-fracture efficacy is enhanced. Available for prescription use for a time in some parts of the world as Protelos (strontium ranelate) 2 g granules for oral suspension by Servier, it was ultimately discontinued in 2016-2017 owing to an increased adverse cardiac effects profile along with increased risk of venous thromboembolism (VTE) and various life threatening allergic reactions.",not_have,not_have,45|119|169|174|187|188|189|233|252|259|378|401|402|408|424|434|444|450|494|517|555|557|567|659|716|717|730|738|752|753|782|816|848|853|856
DB09221,NCCC(=O)N1[Zn]OC(=O)[C@@H]1CC1=CN=CN1,"Polaprezinc is a chelated form of zinc and L-carnosine. It is a zinc-related medicine approved for the first time in Japan, which has been clinically used to treat gastric ulcers [L1307, L1308]. It was determined that polaprezinc may be effective in pressure ulcer treatment [A31856]. A study in 2013 showed that CO-administration of polaprezinc may be effective against small intestine mucosal injury associated with long-term aspirin therapy [A7840].",P01375|P05231|P08700|P17948|P01138|P09619|P07900|P08238,BE0000704|BE0000918|BE0000125|BE0000029|BE0001094|BE0000205|BE0001120|BE0001898,5|18|45|97|109|113|114|156|214|233|236|295|330|401|409|424|445|468|473|489|496|497|546|548|562|563|603|672|693|710|716|717|740|753|762|775|789|806|810|816|831|849|865
DB06206,O[C@@H]1[C@@H](O)[C@@H]2O[C@H]3O[C@H](CSCCC(O)=O)[C@@H](O[C@H]4O[C@H](CSCCC(O)=O)[C@@H](O[C@H]5O[C@H](CSCCC(O)=O)[C@@H](O[C@H]6O[C@H](CSCCC(O)=O)[C@@H](O[C@H]7O[C@H](CSCCC(O)=O)[C@@H](O[C@H]8O[C@H](CSCCC(O)=O)[C@@H](O[C@H]9O[C@H](CSCCC(O)=O)[C@@H](O[C@H]1O[C@@H]2CSCCC(O)=O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,"Sugammadex is a selective relaxant binding agent indicated for reversal of neuromuscular blockade induced by rocuronium bromide and vecuronium bromide during surgery. Rocuronium bromide and vecuronium bromide are neuromuscular blocking medications that cause temporary paralysis and are especially useful for general anesthesia, ventilation, or tracheal intubation that patients may require for surgery. Sugammadex provides a new treatment option to reverse the effects of those medications and possibly help patients recover sooner post-surgery. Sugammadex (brand name Bridion) is marketed by Merck Sharp and Dohme, and was approved by the United States FDA on December 15, 2015.",not_have,not_have,26|45|61|125|150|151|155|156|247|257|295|335|387|396|416|439|442|456|502|563|597|716|717|718|797|810|812|815|816|828|857|874
DB01378,[Mg++],"Magnesium hydroxide is used primarily in ""Milk of Magnesia"", a white aqueous, mildly alkaline suspension of magnesium hydroxide formulated at about 8%w/v. Milk of magnesia is primarily used to alleviate constipation, but can also be used to relieve indigestion and heartburn. When taken internally by mouth as a laxative, the osmotic force of the magnesia suspension acts to draw fluids from the body and to retain those already within the lumen of the intestine, serving to distend the bowel, thus stimulating nerves within the colon wall, inducing peristalsis and resulting in evacuation of colonic contents.",P05023,BE0000732,628
DB01294,O[Bi]1OC(=O)C2=CC=CC=C2O1,"Bismuth subsalicylate is an antacid and anti-diarrheal agent. Exhibiting antibacterial and gastroprotective properties, bismuth subsalicylate is an insoluble salt of [salicylic acid] linked to trivalent [bismuth cation]. Each molecule of bismuth subsalicylate contains 58% bismuth and 42% salicylate by weight.[A230733] Bismuth subsalicylate has been around for over 100 years: it was originally developed in 1901 for hygienic use and sanitation for cholera infection.[A230728, A230773] Bismuth subsalicylate was first approved by the FDA in 1939 and is now mainly used to relieve nausea, diarrhea, and gastrointestinal discomfort.[A230728] It is an active ingredient found in Pepto-Bismol, a common over-the-counter medication that is used to temporarily treat discomforts of the stomach and gastrointestinal tract.[L32318] Bismuth subsalicylate is a component of HELIDAC Therapy (bismuth subsalicylate, [metronidazole], and [tetracycline]), which is a treatment regimen indicated for the eradication of _H. pylori_ for treatment of patients with _H. pylori_ infection and duodenal ulcer disease.[L32363]",not_have,not_have,60|93|113|114|182|203|306|369|375|387|424|435|456|463|470|482|563|564|679|695|717|723|749|868
DB09130,[Cu],"Copper is a transition metal and a trace element in the body. It is important to the function of many enzymes including cytochrome c oxidase, monoamine oxidase and superoxide dismutase [FDA Label]. Copper is commonly used in contraceptive intrauterine devices (IUD) [L801].",P05067|P23526|P62807|P04406|P15531|P10412|Q06830|P05109|P08865|P63261|P06733|P68104|P05787|P07237|P30101|P10809|P48723|P11021|P14625|P02787|Q08288|P15880|Q07955|P22626|P31943|P31942|P61987|P14866|P23246|Q15428|P63244|P12814|Q03154|P09525|P08758|P27797|P14618|P14550|P00387|P00390|P29401|P32119|P30041|P62937|P11142|P07900|Q15185|P31948|Q96RE1|P56537|P60842|P06744|P00338|P00558|Q13748|P07437|P23528|P31946|P17174|P48637|P51858|P50213|O00299|Q06323|P30086|P18669|P43487|O60701|P61769|O75880|F7VJQ1|P23415|P42858|Q96FI4|Q969S2|Q6MZM0|P05121|P29034|P26447|P37840|P23560|Q99497|P10997|Q9UHF0|P04217|P43652|P01019|P02765|P02743|P02647|P02652|P06727|Q0VD83|P02655|P02656|P05090|P02649|P02749|P25311|P02747|P09871|P01024|P0C0L5|P04003|P01031|P07358|P02748|P08603|P05156|P05452|P10909|P00734|Q07021|P06396|P69905|P68871|P45973|P00739|P35858|P01857|P01861|P01619|P15814|P19823|P01042|P04264|P13645|P35908|P35527|P02750|P51884|Q96PD5|P00747|P27169|P02775|P01009|P29622|P08185|P05543|P01008|P05546|P36955|P08697|P05155|P02766|P04004|P51693,BE0003392|BE0001684|BE0005156|BE0000542|BE0003106|BE0005131|BE0005844|BE0008955|BE0002402|BE0005013|BE0005807|BE0004528|BE0002105|BE0002467|BE0008980|BE0008956|BE0008957|BE0001098|BE0001165|BE0000510|BE0008958|BE0008959|BE0009139|BE0008960|BE0008961|BE0008962|BE0008963|BE0008964|BE0008965|BE0008966|BE0008967|BE0008968|BE0000481|BE0008969|BE0004149|BE0002109|BE0000088|BE0004352|BE0000160|BE0000648|BE0000039|BE0001972|BE0004641|BE0001014|BE0003775|BE0001120|BE0002480|BE0008970|BE0008971|BE0008972|BE0008973|BE0001199|BE0000425|BE0004454|BE0001425|BE0000143|BE0004174|BE0008974|BE0000529|BE0000185|BE0008975|BE0000011|BE0005284|BE0008976|BE0001179|BE0008977|BE0008978|BE0000645|BE0003777|BE0005818|BE0008989|BE0000433|BE0008995|BE0003175|BE0005817|BE0005816|BE0000240|BE0003602|BE0004350|BE0000878|BE0003394|BE0000992|BE0000921|BE0009046|BE0009047|BE0008979|BE0001060|BE0009048|BE0001213|BE0003449|BE0000922|BE0009049|BE0005852|BE0008879|BE0008880|BE0005056|BE0001119|BE0002854|BE0002857|BE0002096|BE0001529|BE0003455|BE0004686|BE0009050|BE0000855|BE0009051|BE0009052|BE0009053|BE0009054|BE0002104|BE0009055|BE0000048|BE0004930|BE0004161|BE0000130|BE0000629|BE0009056|BE0009057|BE0009058|BE0002815|BE0005089|BE0000616|BE0009059|BE0009060|BE0001017|BE0009061|BE0009062|BE0009063|BE0009064|BE0009065|BE0009066|BE0004613|BE0000211|BE0000930|BE0000946|BE0000952|BE0009067|BE0000209|BE0000537|BE0000280|BE0000775|BE0009068|BE0001125|BE0002458|BE0000337|BE0001068|BE0009092,770
